Travel destination,Summary
Livingstone,"Livingstone offers museum options such as the Livingstone Museum, Maramba Cultural Museum, and Zambia Railway Museum. The Livingstone Museum has a natural history section and an area describing Zambia's independence."
Ljubljana,"Ljubljana has several museums including the National Museum of Slovenia, the Museum of Modern Art, the Museum of Contemporary Art, the National Gallery, the Slovenian Museum of Natural History, the MGLC International Centre of Graphic Arts, the City Museum of Ljubljana, and the Railway Museum. In 2021, seven works in Ljubljana by architect Jože Plečnik were inscribed on the UNESCO World Heritage List."
London,"London hosts an outstanding collection of world-class museums and galleries, with the majority of the museums having no entrance charges. London museums and galleries with no general admission charge include the British Museum, National Gallery, National Portrait Gallery, Victoria and Albert Museum, Natural History Museum, Science Museum, Tate Modern, Tate Britain, and the Wallace Collection."
Longyearbyen,"Longyearbyen offers the North Pole Expedition Museum (Spitsbergen Airship Museum), Galleri Svalbard featuring art and historical collections, and the Svalbard Museum with exhibits on the human history of the archipelago and arctic flora and fauna. The city also has a 24-hour sundial."
Los Angeles,"Los Angeles offers numerous museums, including the Getty Center, Museum of Contemporary Art (MOCA), Los Angeles County Museum of Art, Natural History Museum of Los Angeles County, California Science Center, Page Museum at the La Brea Tar Pits, Japanese American National Museum, Museum of Tolerance, Skirball Cultural Center, and the Wende Museum. Culver City also holds the Museum of Jurassic Technology."
Louisville,"Louisville offers the Frazier History Museum, Kentucky Museum of Art and Craft, Muhammad Ali Center, Kentucky Derby Museum, Louisville Slugger Museum, and the Speed Art Museum. The city also has art galleries on Market Street and in the Highlands/Bardstown Road area, along with the 21C Museum Hotel featuring public art installations."
Luanda,"Luanda features the Fortress of São Miguel built in 1576, the National Museum of Slavery with a chapel and cannons, the National Museum of Natural History displaying animals, and the National Museum of Anthropology showcasing Angolan history and culture. There is also the Museum of Money about Angola's currency history."
Lubbock,"Lubbock has several museums including the Bayer Museum of Agriculture, American Windmill Museum, Buddy Holly Center, Silent Wings Museum, Science Spectrum, Museum of Texas Tech University, and National Ranching Heritage Center. Additionally, the Louise Hopkins Underwood Center for the Arts features local artists and there are cultural centers and libraries at Texas Tech University."
Lucknow,Lucknow has the State Museum Lucknow and the ruins of the Lucknow Residency and Museum which details the history of the 1857 First Battle for Independence. The ticket for Bara Imambara also includes the picture gallery.
Lugano,"Lugano offers the Museo Cantonale d’Arte (Cantonal Art Museum) and the Museo d'Arte Moderna (Museum of Modern Art). Additionally, the Hermann Hesse museum is a short bus ride away in Montagnola."
Lusaka,"Lusaka offers cultural attractions such as the Lusaka National Museum, Henry Tayali Gallery, and Kabwata Cultural Village, as well as the Freedom Statue. The Lusaka National Museum features exhibits on Zambia's colonial history, village life, and witchcraft, while the Henry Tayali Gallery displays local art."
Luxembourg (city),"Luxembourg City offers museums such as the National Museum of History and Art, Luxembourg City Museum, MUDAM (Musée d'Art Moderne Grand-Duc Jean), Musée Dräi Eechelen, Bank Museum, Am Tunnel, Tramways and Bus Museum and National Museum of Natural History. Many banks and EU institutions also open their doors annually to allow access to their art collections."
Luxor,Luxor offers museums on the East Bank and is a good base for visiting the Ptolemaic temple of Hathor in Dendera and the Temple of Seti I at Abydos. The Luxor district article pages contain detailed information and suggestions for things to see.
Luzon,"Luzon is home to Manila, the national capital, known for its blend of urban development and historical character. Corregidor Island contains ruins, historical shrines, and World War II military installations."
Lyon,"Lyon has the Musée des Beaux Arts, Musée d'Art Contemporain, Institut Lumière - Musée vivant du Cinéma, Musées Gadagne, Musée urbain Tony Garnier, Centre d'Histoire de la Résistance et de la Déportation, Musée des Arts Décoratifs et Musée des Tissus, Musée gallo-romain de Fourvière, Musée Miniature et Cinéma, Musée de l'Imprimerie, and Musée des Confluences. The Lyon City Card provides free or reduced entry fees to major museums and exhibitions."
Macau,"Macau has several museums, including the Macau Museum, the Museum of Taipa and Coloane History, and the Taipa Houses Museum. A ""Macau Museum Pass"" used to give discounted entry to most of these, but it is no longer sold."
Maceió,"Maceió offers several museums, including the Museum of the Historical and Geografical Institute of Alagoas, the Museum of Image and Music, the Pierre Chalita Museum, the Théo Brandão Museum, and the UFAL Museum of Natural History. Additionally, the nearby city of Penedo has well-preserved churches and houses from the colonial period."
Madison,"Madison has several museums including the Wisconsin Veterans Museum, Madison Museum of Contemporary Art, Chazen Museum of Art, UW-Madison Geology Museum, L. R. Ingersoll Physics Museum, and Madison Children's Museum. The Overture Center houses the Madison Museum of Contemporary Art and galleries with local visual artists."
Madrid,"Madrid is a top destination for art enthusiasts, boasting world-class museums like the Museo del Prado, Thyssen-Bornemisza, and Reina Sofia, which form the ""Museum Triangle."" The city's art collections feature works by renowned artists such as El Greco, Velázquez, Goya, Picasso, and Dalí."
Madurai,"Madurai offers the Gandhi Memorial Museum, which houses Gandhi's bloodstained dhoti and an extensive library focused on the freedom struggle; the museum also offers classes and workshops on various subjects. The Thirumalai Nayakkar Mahal features a museum with original portraits and unearthed stone carvings."
Malatya,Malatya has a museum located next to Waterfalls Park in Kernek Square that is open Tuesday to Sunday and contains a replica of the statue of King Mutallu of the Hittites. There is also the Atatürk Museum that houses the historic mansion in which Kemal Atatürk stayed during his visits to the city.
Maldives,"The National Museum in Malé features Arabic and Thaana engraved woodworks, religious pieces, weaponry, and other historic artifacts. The town also has the 17th-century Old Friday Mosque and the Grand Friday Mosque & Islamic Centre."
Malmö,"Malmö offers several museums including the Malmö Konsthall specializing in contemporary art, the Museum of Modern Art, and the Teknikens och sjöfartens hus which features transport exhibits and a Swedish U3 submarine. Additionally, Malmöhus Castle contains museums within its walls."
Malta,"Valletta is a UNESCO World Heritage site with numerous historical buildings, including St John's Co-Cathedral, which houses chapels, Caravaggio paintings, tapestries, and relics. Mdina, also known as the Silent City, boasts architecture and history, and the Megalithic Temples of Malta and Gozo are some of the oldest buildings in the world."
Managua,"Managua offers museum enthusiasts the National Palace of Culture, featuring exhibits highlighting the indigenous Nahuatl people and 2,500-year-old stone sculptures, and the Museum of Ancient Footprints of Acahualinca, displaying footprints of a group of people that walked towards the lake 6,000 years ago. The city also features historical remnants, monuments, and the Rubén Darío National Theatre."
Manaus,"Manaus offers a variety of museums, including the Museu da Casa Eduardo Ribeiro, Palácio Rio Negro (Rio Negro Palace), Palacete Provincial (Provincial Palace) which hosts several museums, Biblioteca Pública do Amazonas (Amazonas Public Library), Casa das Artes (House of Arts), Palace of Liberty Museum (Museu da Cidade de Manaus (Paço da Liberdade)), Instituto Geográfico e Histórico do Amazonas, Museu Amazônico - UFAM, Centro Cultural Usina Chaminé, Cultural Center of the Peoples of the Amazon which hosts the Museu do Homen do Norte, Museu do Índio, Museu da Amazônia - MUSA, and Museu Do Seringal. The museums cover a range of topics, including local history, culture, art, and the Amazon rainforest."
Manchester,"Manchester has several museums, including the Science and Industry Museum in Castlefield, Manchester Museum on Oxford Road, the People's History Museum on Bridge Street, National Football Museum in the Millennium Quarter, and Imperial War Museum North at the Quays. The Whitworth Art Gallery on Oxford Road houses modern and historic art, prints, and a collection of rare wallpapers."
Mangalore,"While the provided reviews do not explicitly highlight museums as a primary attraction in Mangalore, the destination features the Kalaangann Konkani Heritage Centre and Pilikula Nisarga Dhama which includes a science center. There are also monuments of religious importance like Kadri Manjunatheswara Temple, Mangaladevi Temple, Milagres Church, and St. Aloysius Chapel."
Manila,"Manila is the cultural center of the Philippines, containing many of the country's best museums such as the National Museum of the Filipino People, Ayala Museum, Bahay Chinoy, Casa Manila, San Agustin Museum, the Museum of Filipino Political History, and the Museo Pambata. The National Museum of Fine Arts is the repository of works by Filipino masters, including the prized artwork ""Spoliarium"" by Juan Luna."
Manizales,"Manizales has museums at the Universidad de Caldas, including Natural History, Art, and Archeology museums. Ecoparque los Yarumos also contains a natural history museum."
Manta,"Manta features the Banco Central Museum, which displays ceramics from the pre-Columbian Huancavilca-Manteño era culture. In September, Manta hosts an International Theater Festival every year."
Maputo,"Maputo offers several museums including the National Art Museum featuring Mozambican art, the Museum of Natural History with stuffed animals and wooden carvings, the National Currency Museum housed in the oldest building in Maputo, and the Museum of Geology. The Railway Station on Praca dos Trabalhadores is also mistaken to be the work by Gustave Eiffel."
Maracaibo,"Maracaibo has the Museo Rafael Urdaneta, which chronicles the history of Maracaibo, and the Casa de la Capitulación, a colonial heritage museum for the Zulia Province. The Baralt Theater is a historic theater from the first half of the 19th century."
Marrakech,"Marrakech offers museums such as the Dar Si Said Museum with Moroccan artifacts, the Moroccan Culinary Arts Museum, the Majorelle Gardens with the Berber Museum, the Yves Saint Laurent Museum, the Ben Youssef Madrasa with art and architecture, the Marrakech Museum housed in the Dar Menebhi Palace, and the Tiskiwin Museum about the Sahara. Other options include the Musée de la Palmeraie, Musee Farid Belkahia, and Maison de la Photographie with its roof terrace."
Marseille,"Marseille offers museum enthusiasts a variety of options, including the Musée des Beaux-Arts, Natural History Museum, Musée Cantini focusing on modern art, Museum of Contemporary Art MAC, FRAC Provence-Alpes-Côte d’Azur, Musée des Docks Romains, Archaeological Museum, Marseille History Museum, Deportation Memorial, and Museum of the Decorative Arts, Fashion and Ceramics. Many are free for permanent collections and offer diverse exhibits spanning art, history, and culture."
Mashhad,"Mashhad has museums such as the Central Museum, located inside the Holy Shrine complex with coins, stamps, European clocks, and old photos, and the Carpet Museum, also inside the Holy Shrine complex. The Shah Public Bath, built in 1648, is being restored into a museum."
Matsuyama,"Matsuyama offers several museums, including the Museum of Art, Ehime, which houses a permanent collection from native artists and temporary exhibits, the Saka no Ue no Kumo Museum, which depicts the struggles of Japanese people after the Meiji Revolution, and the Shiki Commemorative Museum, which has a collection of literature, artwork, and special exhibits about the life of Shiki. The city also features the Iyo Kasuri Folk Craft Museum to learn about the process of making Iyo's signature cloth and the Akiyama Brothers Birthplace that showcases the lives of two brothers who became military heroes of Japan."
Mauritius,The main harbor in Port Louis was established during the French colonial period and is the present-day capital of the country. The Eureka Creole residence was built in 1830 and includes a tour of the colonial house.
Mazatlan,"Mazatlán offers the Museo de Arte with temporary and permanent art exhibitions, as well as the Teatro Ángela Peralta, a beautifully restored building from the 1800s that regularly offers drama and music. The city also has a historical center with restored 18th-century buildings."
Medellín,"Medellín is known for the Antioquia Museum, which features an extensive collection of Botero paintings and sculptures, and the Museo Universidad de Antioquia, which houses a large collection of pre-Columbian ceramic pieces. There are also several other museums, including the Museo Pedro Nel Gómez, Museo Interactivo EPM, Museo Etnográfico Miguel Angel Builes, and the Museo de Arte Moderno de Medellín (MAMM)."
Medford (Oregon),"Medford is the regional hub for several smaller surrounding towns, including historic goldrush-era Jacksonville. Similar historic landmarks include several early-twentieth-century buildings downtown, as well as numerous historical farms and Victorian homes in the area."
Medicine Hat,"Medicine Hat offers museum options such as the Esplanade, a large multi-purpose cultural center with a museum, and Medalta Potteries, a historic district with over 20,000 pieces of ceramic and pottery. There is also a permanent pottery exhibition at the Clay Products Interpretive Centre."
Medina,"Medina offers a couple of museums including the Al-Madinah Museum, housed in the former Hejaz railway terminus, showcasing the history of Medina from prehistoric to modern times, and the Dar Al Madinah Museum, a smaller private museum with models of old Medina."
Melbourne,"Melbourne is the cultural capital of Australia, with many museums, galleries, theatres, and the Melbourne Museum; there are also special museums dedicated to science, immigration, Chinese history, Jewish history, sport, racing, film and moving image, railways, police, fire brigades and banking. Melbourne also has a strong subcultural scene appealing especially to young people, particularly in the suburbs of Carlton, Fitzroy, Collingwood and Abbotsford, where subcultural bars, cafes and art galleries are common."
Memphis,"Memphis has several museums, including the National Civil Rights Museum (Lorraine Motel), Blues Hall of Fame Museum, The Cotton Museum, Belz Museum of Asian & Judaic Art, Ornamental Metal Museum, Fire Museum of Memphis, Memphis Rock 'n' Soul Museum, Stax Museum of American Soul Music, and The Pink Palace Museum (Memphis Museum of Science & History). Mud Island Park contains a museum of the Mississippi River."
Mendoza,"Mendoza has the Mendoza Museum of Modern Art under the Plaza Independencia, and the Casa de Fader historic house museum is located 14 km south of Mendoza. There is also a mountaineering museum located near Cerro Arco."
Mexico City,"Mexico City is known for having a large number of museums, including the National Museum of Anthropology, Museum of Modern Art, Dolores Olmedo Museum, Fine Arts Palace Museum, Museo Soumaya, and National History Museum in Chapultepec's Castle. The city also houses museums dedicated to specific artists like Rufino Tamayo, José Luis Cuevas, Diego Rivera, and Frida Kahlo."
Miami,"Vizcaya Museum and Gardens and Lowe Art Museum are located near the Metrorail. Miami-Dade College, with locations all around Miami proper, is the U.S.' largest institution of higher learning."
Milan,"Milan offers a variety of art museums, mainly of Italian Renaissance and Baroque art. Note that most museums are closed on Mondays."
Milwaukee,"Milwaukee offers a variety of museums including the Milwaukee Art Museum (with a unique architectural design), the Milwaukee Public Museum, Discovery World Museum, Betty Brinn Children's Museum, Charles Allis Art Museum, Villa Terrace Decorative Arts Museum, Harley-Davidson Museum, and the National Bobblehead Hall of Fame and Museum. Some museums offer free admission on certain days or for specific groups."
Minot,"Minot has the Minot Railroad Museum, the Dakota Territory Air Museum with over 60 airplanes on display, and the Lillian and Coleman Taube Museum of Art with over 1600 square feet of gallery space. The Scandinavian Heritage Park also features a stave church."
Minsk,"Minsk offers several museums, including the Belarusian National Arts Museum, the Belarusian National History Museum, and the Belarusian Great Patriotic War Museum. There is also the Contemporary Fine Arts Museum and the Art Palace."
Missoula,"Missoula has the Historical Museum at Fort Missoula, which showcases Missoula area history, and the Missoula Art Museum, which hosts regularly-rotated exhibits of Western art and works closely with community arts groups. There is also the Montana Museum of Art & Culture at the University of Montana."
Miyazaki,"Miyazaki offers the Miyazaki Prefectural Art Museum, known for its special exhibitions, and the Miyazaki Prefectural Museum of Nature and History, which features exhibits about the prefecture's flora, fauna, history, and culture, along with preserved buildings from Miyazaki Prefecture's interior. There is also the Sadowara History and Folk Museum located within Sadowara Castle."
Mobile,"Mobile offers several museums, including the History Museum of Mobile, Mobile Museum of Art, GulfQuest National Maritime Museum, and Mobile Carnival Museum. There is also the Gulf Coast Exploreum Science Center featuring a Domed IMAX Theater."
Mogadishu,"Mogadishu has the National Museum of Somalia, which houses the country's largest collection of cultural and historical artifacts, and the Fakr Ad-Din Mosque, ruins of the oldest mosque first built in 969 AD. The central city is filled with historic sights and a mix of Islamic and Italian colonial architecture, though decades of conflict have left most of it in ruins."
Molde,"Molde offers museum options like the Romsdal Museum, one of Norway's largest folk museums featuring over 50 historic buildings, and the Fisheries Museum on Hjertøya, portraying local coastal culture with old houses and maritime equipment. There is also a department dedicated to German artist Kurt Schwitters at the Romsdal Museum, and a free Schwitters exhibition in the barn at the Fisheries Museum."
Mombasa,"Mombasa offers historical attractions like Fort Jesus (a UNESCO World Heritage Site with artifacts from the slave trade era) and the Old Town, which features Swahili architecture. There are also museums such as the Rabai Museum located 15 km away."
Moncton,"Moncton offers museum options such as Resurgo Place, featuring exhibits on the city's history and transportation, and the Moncton Acadian Museum, showcasing Acadian life through objects and photographs. Additionally, the Monument for Recognition in the 21st century is an interpretation center located inside a digital cathedral."
Mont-Tremblant,"The provided reviews do not mention any museums in Mont-Tremblant. The destination is known for its natural beauty, outdoor activities, and ski resort."
Montego Bay,"The Rose Hall Great House is a historic house museum located in Montego Bay that offers a glimpse into the country's rich history. The Centerstage Theatre is a small, cozy theater that hosts family-oriented musicals in patois."
Monterey (California),"Monterey offers several museums, including the Monterey State Historic Park with historic buildings and gardens, the Pacific House Museum with local history and Native American life displays, and the Maritime Museum of History showcasing Monterey's port history. The Monterey Museum of Art has two locations with galleries featuring permanent and rotating exhibitions."
Monterrey,"Monterrey has several museums, including the Mexican History Museum, the Monterrey Contemporary Art Museum, and the Museo Acero Horno 3. The city also hosts the Festival Internacional Cine (International Film Festival) in April."
Montevideo,"Montevideo has several museums including Museo del Tango de Montevideo, Museo de Artes Decorativas, National History Museum, Museo de Arte Precolombino e Indígena, Museo Torres Garcia, Museo del Carnaval, Museo Andes 1972, Museo del Fútbol, Museo de Historia del Arte, Museo del Gaucho y de la Moneda, Tile Museum, Museo Blanes, and Museo Casa Vilamajó. On the last Saturday of September, the museums and historical places of interest around the Plaza Independencia open for free to the public."
Montpellier,"Montpellier has the Musée Fabre, an art museum established in 1825, and Le Carré Sainte-Anne, a deconsecrated church that has been converted to a contemporary art gallery. There is also the Jardin des Plantes, a historic botanical garden and arboretum established in 1593."
Montreal,"Montreal has over 50 museums, including the Montreal Museum of Fine Arts, the Canadian Centre for Architecture, the Musée des ondes Emile Berliner, the Redpath Museum, and the McCord Museum. Many notable historical buildings and churches are located in Montreal, the vast majority of which are in Old Montréal."
Morelia,"Morelia offers museum enthusiasts several options including Casa Natal de Morelos, Casa de Morelos, Museo de Arte Colonial (free), Centro Cultural Clavijero (free), Palacio del Gobierno (free), Museo de Arte Contemporaneo Alfredo Zalce (free), and Museo de Historia Natural (free). The Museo de Dulces is also worth a stop, featuring candy and demonstrations of candy-making."
Moroni (Comoros),"Moroni has the National Museum of the Comoros, which was established in 1989 and has four exhibit rooms devoted to preserving Comoros' cultural heritage. The museum's halls include exhibits on history, archeology, art, religion, social anthropology, culture, oceanography, natural sciences, volcanology, and earth sciences."
Moscow,"Moscow is home to numerous museums, Soviet-era monoliths and post-Soviet kitsch, and has 222 institutes of higher education. The Kubinka Tank Museum and Monino Central Airforce Museum are located outside the city."
Mumbai,"Mumbai is home to several museums and art galleries, particularly in the Kala Ghoda area of South Mumbai, including the Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (Prince of Wales Museum) and the National Gallery of Modern Art. Also worth visiting is the Jehangir Art Gallery, which features regularly changing exhibits by notable artists."
Munich,"Munich has a thriving cultural scene and striking architecture with a art quarter in Maxvorstadt that hosts some 16 museums (including the three famous Pinakotheken), 40 galleries and 7 art schools. Altstadt the historic city centre includes the Münchner Stadtmuseum and the Jewish Museum."
Muscat,"Muscat offers several museums including Bait Al Zubair Museum, Omani French Museum, Muscat Gate Museum, Bait al-Baranda Museum, Ghalya’s Museum of Modern Art, National Museum, Sultan's Armed Forces Museum, Natural History Museum, Children's Museum, and Museum of Omani Heritage. Some forts such as Al Jalali Fort and Al Mirani Fort have also been converted to museums."
Myrtle Beach,"This travel destination includes the Hollywood Wax Museum, which houses uncanny replicas of Hollywood stars, television personalities, and characters from movies. There is also a nature center in Myrtle Beach State Park, with exhibits on local marine, bird, and plant life."
Málaga,"Málaga is known for art galleries, historical sites, and monuments, including the Alcazaba, Roman Theater, Castillo de Gibralfaro, Málaga Cathedral, Picasso Museum, Museo Carmen Thyssen, and Centro de Arte Contemporáneo. The Alcazaba was the most visited monument in Malaga from 2015 to 2017, and the Picasso Museum was the most successful museum."
Mérida (Mexico),"Mérida is a cultural center with excellent museums, a wealth of historic colonial-era architecture, and attractions like the Museo de Arte Contemporaneo Ateneo de Yucatán (MACAY), Casa de los Montejo, Palacio del Gobierno, Palacio de la Musica, and Gran Museo del Mundo Maya. The Museo Regional de Antropología (Palacio Cantón) also showcases ancient Maya artworks and artifacts."
Münster,"Münster has several museums, including the City Museum, Picasso Museum, Archaeological Museum of the University of Münster, Westphalian State Museum of Art and Cultural History, Westphalian Horse Museum, Mühlenhof Open-Air Museum, Museum of Lacquer Art, and Bible Museum Münster. The MünsterCard allows free access to most museums and attractions in Münster."
Nagasaki,"Nagasaki offers the Atomic Bomb Museum, which commemorates the atomic bombing tragedy, and the Museum of 26 Martyrs of Japan, which presents the history of Christianity in Japan. There is also the Nagasaki Museum of History and Culture, the Oka Masaharu Memorial Nagasaki Peace Museum documenting Japanese war crimes, and the Nagasaki Prefectural Art Museum."
Nagoya,"Nagoya offers several museums, including the Toyota Commemorative Museum of Industry and Technology, Nagoya City Art Museum, Tokugawa Art Museum, and Nagoya City Science Museum. There is also the Aichi Prefectural Museum of Art featuring 20th-century international and Japanese art."
Nagpur,"Nagpur has the Narrow Gauge Rail Museum, which contains old steam engines and coaches from Indian Railways, and the Raman Science Centre, an interactive science center with exhibits. There is also a heritage building from the British era called Bishop Cotton School."
Nairobi,"Nairobi offers the Nairobi National Museum, which was founded in 1910, as well as the National Railway Museum, Nairobi Gallery, Karen Blixen Museum, and Bomas of Kenya that portray Kenyan culture. The US Embassy Bombings Memorial Site contains a memorial park with a monument engraved with the names of every victim."
Nanaimo,"Nanaimo has the Nanaimo Museum, which covers the city's history and contributions to Canada's West Coast, including exhibits on the Snuneymuxw First Nation and a replica coal mine. The Bastion, built in 1853 as a Hudson’s Bay Company outpost, is now a museum providing insight into life a century ago."
Nanchang,"Nanchang offers the Jiangxi Provincial Museum, which is Jiangxi's main museum; a new location is under construction on Ganjiang Avenue North, and the old site will become the Nanchang City Museum. There is also the Bayi Monument, with a historical scene wall, a memorial tower, revolutionary sculpture, and a military history corridor."
Nanjing,"Nanjing offers a variety of museums, including the Nanjing Massacre Memorial Hall, Nanjing Municipal Museum, Nanjing Museum, and Nanjing Non-Government Museum of the War of Resistance Against Japan. Art enthusiasts can visit the Art Museum of Nanjing University of the Arts, Jiangsu Art Museum (both new and old branches), and Jinling Art Museum."
Nanning,"Nanning offers several museums, including the Guangxi Autonomous Region Museum with a large pottery and porcelain collection, the Anthropology Museum of Guangxi, the Geological Museum of Guangxi, and the Guangxi Science and Technology Museum. There is also the Nanning Museum, the Natural History Museum of Guangxi, and the Yongjiang Inlet Art Museum."
Nantes,"Nantes has several museums, including the Musée des Beaux-Arts (Fine Arts Museum) and the Musée Jules Verne, as well as the Musée Thomas Dobrée (currently closed for reconstruction). The city also features the Muséum d'Histoire Naturelle with collections of minerals, fossils, and stuffed animals."
Nantucket,"Nantucket offers museum enthusiasts the African Meeting House, Nantucket Atheneum, the Oldest House, and the Whaling Museum. There is also the Maria Mitchell Aquarium and the Museum of African American History."
Napier,"Napier has the MTG Hawke's Bay museum with exhibitions on the 1931 earthquake and changing art and social history displays, as well as the Faraday Centre, a technology museum housed in a former powerhouse. There is also the Napier Prison, which was New Zealand's oldest prison and is now open for tours."
Naples,"Naples is a UNESCO World Heritage site with a mixture of Greek, Roman, Norman, Angevin, Spanish, and French architecture, and the Naples region hosts an unparalleled concentration of UNESCO World Heritage sites, including the Center of Naples itself; the Roman archaeological sites of Pompeii, Herculaneum, Cumae, Pozzuoli, Oplontis and Stabiae; the Royal Palace of Caserta; the royal site of San Leucio and the Aqueduct of Vanvitelli. Naples has multiple museums, including the Naples National Archeological Museum which contains a large collection of Roman artifacts from Pompeii, Stabiae and Herculaneum and Royal Palace and National Museum of Capodimonte, which hosts paintings from the 13th to 18th centuries."
Nashville,"Nashville offers a variety of museums including the Country Music Hall of Fame and Museum, Musicians Hall of Fame & Museum, National Museum of African American Music, The Johnny Cash Museum & Cafe, Tennessee State Museum, Frist Art Museum, Lane Motor Museum, and the Parthenon which is now an art museum. The city also has attractions that are restorations or museums related to historical events, such as Belmont Mansion, The Hermitage (home of President Andrew Jackson), and Belle Meade Plantation."
Nassau,"Nassau offers the National Art Gallery of the Bahamas, showcasing Bahamian art, and the Pirates of Nassau Museum, featuring recreations of pirate life. There is also Fort Fincastle, a small fort built in 1793 which overlooks the city of Nassau from a small hill south of town."
Natal,"Natal's Historic Centre, declared a national heritage site in 2010, features colonial, neoclassic, art-déco, and modern buildings, while the Memorial Câmara Cascudo showcases the life and work of Rio Grande do Norte's most famous anthropologist and folklorist. The Igreja de Santo Antônio contains a museum with religious artwork."
Nelson (New Zealand),"Nelson offers several museums including The Nelson Provincial Museum, WOW The World of Wearable Art and Collectable Cars, Suter Art Gallery, Founders Park with mini-museums, and Miyazu Japanese Garden. The Nelson Provincial Museum utilizes the latest display technology, and Founders Park features historic buildings with interior mini-museums."
New Orleans,"New Orleans has many museums in the Central Business District (CBD), including the National D-Day Museum, the Ogden Museum of Southern Art, and the Contemporary Arts Center. Other museum highlights include the New Orleans Museum of Art in Mid-City, the Cabildo and Presbytere history museums in the French Quarter, and the Lower Ninth Ward Museum."
New York City,"New York City is home to many world-class museums and is known for its art galleries. It has some of the finest art museums in the country, including the Metropolitan Museum of Art, the Guggenheim Museum, and the Museum of Modern Art."
Newark (New Jersey),"Newark has a museum complex that incorporates 80 galleries of art and science, a mini zoo, planetarium, cafe, auditorium, sculpture garden, a schoolhouse from the 1780s and the Ballantine House. Other art venues include Aljira: A Center for Contemporary Art, City Without Walls (CWOW), and Gallery Aferro."
Newcastle upon Tyne,"Newcastle has several museums, including the Great North Museum: Hancock, which contains fossils, mummies, stuffed animals, and local history exhibits; the Hatton Gallery; the Discovery Museum, which has science and engineering exhibits; and the Laing Art Gallery, which has traditional art. Side Gallery is a documentary photography gallery and archive that also has a cinema showing independent films."
Niamey,"Niamey offers the Musée National Boubou-Hama and Zoo, which features Hausa-styled pavilions containing displays on Nigerien history & customs, traditional instruments, palaeontology/archaeology, costumes & uranium mining. There are also cultural centers like the Centre Culturel Franco-Nigerien and Centre Culturel Oumarou Ganda that have libraries and host various cultural events."
Nice,"Nice is known for several museums, including the Musée Marc Chagall, Musée Matisse, Musée d’Archéologie de Nice, Museum of Modern and Contemporary Art (MAMAC), and Musée des Beaux-Arts Jules Chéret. A pass for all City of Nice museums provides access for 4 days for €15 per person to multiple museums."
Niigata,"Niigata offers museum options such as the Niigata City History Museum, Northern Culture Museum, and Nakano Residence - Museum of Art Foundation. There's also the Carillon Culture Hall exhibiting swords and the Niigata Furusato Village, a tourism facility."
Ningbo,"Ningbo offers several museums, including the Ningbo Museum designed by Wang Shu, the Ningbo Bang Museum displaying the history of Ningbo's groups, and the China Port Museum, a maritime museum. The city also features historical sites like the TianYi Pavilion, the oldest private library in China, and guild halls that now serve as museums."
Norfolk (Virginia),"Norfolk is a major cultural center with world-class museums like the Chrysler Museum of Art featuring a variety of art including glass, porcelain, and sculptures, and Nauticus - National Maritime Center, a naval museum with maritime artifacts and the USS Wisconsin battleship. The city also has the West Freemason Street Area Historic District with houses and churches in various architectural styles, the MacArthur Memorial, and the Ocean View Station Museum."
North Bay (Ontario),"North Bay offers museum options such as the Dionne Quints Museum, which commemorates the birth of quintuplets and displays artifacts from their childhood, and the North Bay Museum, featuring exhibits on local history and special exhibitions from other museums. There is also the Callander Museum with artifacts related to the Dionne Quintuplets and the local history of Callander."
North Platte,"North Platte offers museum options such as the Lincoln County Historical Museum, which features exhibits on the North Platte Canteen, and the Cody Park Railroad Museum, home to a 3900 Series ""Challenger"" steam engine. There is also the Fort Cody Trading Post which has an Old West museum and a miniature Wild West Show."
Nouakchott,"Nouakchott has the National Museum of Mauritania, the National Library, and the National Archives. The Franco-Mauritanian Cultural Center offers movies and exhibits."
Nouméa,"Nouméa offers several museums including the Museum of New Caledonia with tribal art, the City of Nouméa Museum documenting the city's history, the Tjibaou Cultural Centre with Melanesian art, and the Maritime History Museum with maritime artifacts. A ""Pass' Nature and Culture"" can be purchased for admittance to multiple museums."
Novosibirsk,"Novosibirsk offers museum options such as the Novosibirsk Museum of Regional Studies, Novosibirsk State Art Museum, USSR Museum, and the West Siberian Rail Museum. There is also a monument to the laboratory mouse in front of the Institute of Cytology and Genetics of the Russian Academy of Sciences."
Nuremberg,"Nuremberg offers over 50 museums and attractions, including Albrecht Dürer's House, the Toy Museum, Fembohaus City Museum, Museum of Industrial Culture, Documentation Centre at the Reich Party Rally Grounds, Germanische Nationalmuseum, and Memorium Nuremberg Trials. The city also features specialized museums like the Transportation Museum, Natural History Museum, and Deutsches Museum Nürnberg, along with the Art Bunker and Medieval Dungeons."
Oaxaca (city),"Oaxaca offers museum enthusiasts a variety of options, including the Museo de las Culturas de Oaxaca with treasures from Tomb 7 at Monte Alban, the Museo Textil de Oaxaca, the Museo de Arte Contemporáneo de Oaxaca, and the Museo de los Pintores Oaxaqueños. Other options include the Casa de Benito Juarez, the Centro Fotográfico Álvarez Bravo, and the Instituto de Artes Gráficos."
Obihiro,"Obihiro offers museum options within Midorigaoka Park, including the Hokkaido Obihiro Museum of Art and the Obihiro Centennial Memorial Hall, a city historical and natural history museum. The Tokachi International Relations Center also has a library and resource center."
