Query,Restaurant,Relevance Score
What restaurants use unexpected ingredients well?,Asuka Sushi & Hibachi,3
What restaurants use unexpected ingredients well?,Voodoo BBQ & Grill,2
What restaurants use unexpected ingredients well?,Basin Seafood & Spirits,2
What restaurants use unexpected ingredients well?,Sushi Brothers,2
What restaurants use unexpected ingredients well?,Legacy Kitchen's Craft Tavern,2
What restaurants use unexpected ingredients well?,Deanie's Seafood,1
What restaurants use unexpected ingredients well?,Little Gem Saloon,2
What restaurants use unexpected ingredients well?,Tacos And Beer,1
What restaurants use unexpected ingredients well?,BOIL Seafood House,3
What restaurants use unexpected ingredients well?,Liuzza's By The Track,2
What restaurants use unexpected ingredients well?,Faubourg Bistro,3
What restaurants use unexpected ingredients well?,Down The Hatch,1
What restaurants use unexpected ingredients well?,Yo Mama's Bar & Grill,3
What restaurants use unexpected ingredients well?,Avery's On Tulane,3
What restaurants use unexpected ingredients well?,Stanley,2
What restaurants use unexpected ingredients well?,Victory,3
What restaurants use unexpected ingredients well?,Mother's Restaurant,2
What restaurants use unexpected ingredients well?,The Backyard,2
What restaurants use unexpected ingredients well?,Ugly Dog Saloon & BBQ,1
What restaurants use unexpected ingredients well?,Cure,3
What restaurants use unexpected ingredients well?,Creole House Restaurant & Oyster Bar,1
What restaurants use unexpected ingredients well?,French Toast,3
What restaurants use unexpected ingredients well?,Manning's Sports Bar and Grill,1
What restaurants use unexpected ingredients well?,Morrow's,2
What restaurants use unexpected ingredients well?,Franks Restaurant,0
What restaurants use unexpected ingredients well?,Verti Marte,2
What restaurants use unexpected ingredients well?,Origami,2
What restaurants use unexpected ingredients well?,Warehouse Grille,2
What restaurants use unexpected ingredients well?,Magazine Pizza,2
What restaurants use unexpected ingredients well?,Wood Pizza Bistro and Taphouse,2
What restaurants use unexpected ingredients well?,The Country Club,2
What restaurants use unexpected ingredients well?,Superior Seafood & Oyster Bar,1
What restaurants use unexpected ingredients well?,Desire Oyster Bar,2
What restaurants use unexpected ingredients well?,Stein's Market and Deli,2
What restaurants use unexpected ingredients well?,Galliano Restaurant,2
What restaurants use unexpected ingredients well?,Bourbon House,1
What restaurants use unexpected ingredients well?,Reginelli's Pizzeria,2
What restaurants use unexpected ingredients well?,Streetcar Cafe,1
What restaurants use unexpected ingredients well?,Royal House,2
What restaurants use unexpected ingredients well?,Casamento's Restaurant,2
What restaurants use unexpected ingredients well?,Cornet,1
What restaurants use unexpected ingredients well?,Felipe's Mexican Taqueria - Mid City,0
What restaurants use unexpected ingredients well?,Shawarma on the Go,2
What restaurants use unexpected ingredients well?,Buffa's Bar & Restaurant,2
What restaurants use unexpected ingredients well?,Mulate's,0
What restaurants use unexpected ingredients well?,Mid City Pizza,2
What restaurants use unexpected ingredients well?,Li'l Dizzy's Cafe,2
What restaurants use unexpected ingredients well?,Avenue Cafe,2
What restaurants use unexpected ingredients well?,Remoulade,1
What restaurants use unexpected ingredients well?,The Market Cafe,0
What restaurants use unexpected ingredients well?,Estrella Steak & Lobster,1
What restaurants use unexpected ingredients well?,Hard Rock Cafe,0
What restaurants use unexpected ingredients well?,Fiorella's Cafe,1
What restaurants use unexpected ingredients well?,The Blue Crab Restaurant & Oyster Bar,1
What restaurants use unexpected ingredients well?,Gus's World Famous Fried Chicken,1
What restaurants use unexpected ingredients well?,Jimmy J's Cafe,2
What restaurants use unexpected ingredients well?,801 Royal,1
What restaurants use unexpected ingredients well?,Hobnobber's Variety Bar & Restaurant,2
What restaurants use unexpected ingredients well?,Ruby Slipper - New Orleans,3
What restaurants use unexpected ingredients well?,Ruth's Chris Steak House,1
What restaurants use unexpected ingredients well?,Le Bayou Restaurant,2
What restaurants use unexpected ingredients well?,Mena's Palace,1
What restaurants use unexpected ingredients well?,The Crazy Lobster Bar & Grill,1
What restaurants use unexpected ingredients well?,Cajun Seafood,1
What restaurants use unexpected ingredients well?,Snug Harbor Jazz Bistro,1
What restaurants use unexpected ingredients well?,The Trolley Stop Cafe,1
What restaurants use unexpected ingredients well?,District Donuts Sliders Brew,3
What restaurants use unexpected ingredients well?,St Charles Tavern,1
What restaurants use unexpected ingredients well?,Walk-On's Sports Bistreaux - New Orleans,1
What restaurants use unexpected ingredients well?,Geisha Sushi Bistro,2
What restaurants use unexpected ingredients well?,The Avenue Pub,2
What restaurants use unexpected ingredients well?,Who Dat Coffee Cafe,2
What restaurants use unexpected ingredients well?,Clover Grill,1
What restaurants use unexpected ingredients well?,Bittersweet Confections,2
What restaurants use unexpected ingredients well?,P & G Restaurant & Bar,1
What restaurants use unexpected ingredients well?,Lucy's Retired Surfers Bar & Restaurant,1
What restaurants use unexpected ingredients well?,Clesi's Restaurant & Catering,2
What restaurants use unexpected ingredients well?,Diamond Street Bar & Grill,1
What restaurants use unexpected ingredients well?,Willie Mae's Scotch House,2
What restaurants use unexpected ingredients well?,Ole Saint,2
What restaurants use unexpected ingredients well?,Mr Ed's Oyster Bar - Bienville,1
What restaurants use unexpected ingredients well?,Ernst Cafe,1
What restaurants use unexpected ingredients well?,The Vintage,2
What restaurants use unexpected ingredients well?,Crabby Jack's,2
What restaurants use unexpected ingredients well?,Gumbo POT,1
What restaurants use unexpected ingredients well?,Monty's on the Square,1
What restaurants use unexpected ingredients well?,Olde Nola Cookery,1
What restaurants use unexpected ingredients well?,Backatown Coffee Parlour,2
What restaurants use unexpected ingredients well?,Attiki Bar and Grill,1
What restaurants use unexpected ingredients well?,Two Chicks Café - CBD,2
What restaurants use unexpected ingredients well?,Coterie Restaurant & Oyster Bar,2
What restaurants use unexpected ingredients well?,Cafe Envie & Espresso Bar,1
What restaurants use unexpected ingredients well?,Majoria's Commerce Restaurant,1
What restaurants use unexpected ingredients well?,Gene's PO-Boys,2
What restaurants use unexpected ingredients well?,Daisy Dukes Cafe,1
What restaurants use unexpected ingredients well?,Daisy Dukes - French Quarter,1
What restaurants use unexpected ingredients well?,Bayou Burger & Sports Company,2
What restaurants use unexpected ingredients well?,Central Grocery & Deli,2
What restaurants use unexpected ingredients well?,Seaworthy,3
What restaurants use unexpected ingredients well?,The Original Italian Pie,1
What restaurants use unexpected ingredients well?,Cafe Beignet on Royal Street,0
What restaurants use unexpected ingredients well?,Napoleon House,1
What restaurants use unexpected ingredients well?,J's Seafood Dock,1
What restaurants use unexpected ingredients well?,Drago's Seafood Restaurant,1
What restaurants use unexpected ingredients well?,Gazebo Cafe,2
What restaurants use unexpected ingredients well?,Frankie & Johnny's,2
What restaurants use unexpected ingredients well?,Merchant,2
What restaurants use unexpected ingredients well?,La Boulangerie,1
What restaurants use unexpected ingredients well?,Pier 424 Seafood Market,1
What restaurants use unexpected ingredients well?,Seither's Seafood,2
What restaurants use unexpected ingredients well?,Gumbo Ya-Ya,1
What restaurants use unexpected ingredients well?,Krystal,0
What restaurants use unexpected ingredients well?,Cafe Beignet on Decatur Street,0
What restaurants use unexpected ingredients well?,WINO  Wine Institute of New Orleans,0
What restaurants use unexpected ingredients well?,Cafe Beignet on Bourbon Street,0
What restaurants use unexpected ingredients well?,Croissant D'Or Patisserie,1
What restaurants use unexpected ingredients well?,Mahony's Po-Boys & Seafood  - Uptown,2
What restaurants use unexpected ingredients well?,Brothers Food Mart,2
What restaurants use unexpected ingredients well?,Morning Call Coffee Stand,1
What restaurants use unexpected ingredients well?,Saints And Sinners,1
What restaurants use unexpected ingredients well?,Deja Vu Restaurant & Bar,1
What restaurants use unexpected ingredients well?,Parasol's,2
What restaurants use unexpected ingredients well?,Envie Espresso Bar & Cafe,1
What restaurants use unexpected ingredients well?,Mambo's,2
What restaurants use unexpected ingredients well?,IHOP,0
What restaurants use unexpected ingredients well?,Daisy Mae's Southern Fried Chicken & Breakfast,1
What restaurants use unexpected ingredients well?,Backspace Bar & Kitchen,2
What restaurants use unexpected ingredients well?,Copper Monkey Grill,3
What restaurants use unexpected ingredients well?,Guy's Po Boys,1
What restaurants use unexpected ingredients well?,Arnaud's French 75 Bar,2
What restaurants use unexpected ingredients well?,Le Pavillon Hotel,1
What restaurants use unexpected ingredients well?,Mahony's Po-Boys & Seafood,2
What restaurants use unexpected ingredients well?,Turtle Bay,1
What restaurants use unexpected ingredients well?,Columns,1
What restaurants use unexpected ingredients well?,The Maison,2
What restaurants use unexpected ingredients well?,Tracey's Original Irish Channel Bar,1
What restaurants use unexpected ingredients well?,Mr. Ed's Oyster Bar - St Charles Ave,1
What restaurants use unexpected ingredients well?,New Orleans Famous Beignets And Coffee,3
What restaurants use unexpected ingredients well?,Bevi Seafood,2
What restaurants use unexpected ingredients well?,Johnny's Po-Boys,1
What restaurants use unexpected ingredients well?,House of Blues New Orleans,1
What restaurants use unexpected ingredients well?,Daisy Dukes Express,1
What restaurants use unexpected ingredients well?,Corner Oyster House,1
What restaurants use unexpected ingredients well?,Acme Oyster House - Harrahs,1
What restaurants use unexpected ingredients well?,Revelator Coffee New Orleans,2
What restaurants use unexpected ingredients well?,Cooter Brown's,1
What restaurants use unexpected ingredients well?,We Dat's Chicken and Shrimp,2
What restaurants use unexpected ingredients well?,Crescent City Pizza Works,2
What restaurants use unexpected ingredients well?,Tiki Tolteca,3
What restaurants use unexpected ingredients well?,Cajun Mike's Pub & Grub,2
What restaurants use unexpected ingredients well?,NOLA Poboys,2
What restaurants use unexpected ingredients well?,Parkway Bakery & Tavern,1
What restaurants use unexpected ingredients well?,Gallier Restaurant & Oyster Bar,1
What restaurants use unexpected ingredients well?,Melba's,1
What restaurants use unexpected ingredients well?,Acme Oyster House,1
What restaurants use unexpected ingredients well?,The Howlin' Wolf,1
What restaurants use unexpected ingredients well?,Café Du Monde,0
What restaurants use unexpected ingredients well?,French Truck Coffee,1
What restaurants use unexpected ingredients well?,Mojo Coffee House,2
What restaurants use unexpected ingredients well?,Domilise Po-Boys & Bar,1
What restaurants use unexpected ingredients well?,The Blind Pelican,1
What restaurants use unexpected ingredients well?,The Jimani,2
What restaurants use unexpected ingredients well?,Pat O'Brien's Courtyard Restaurant,1
What restaurants use unexpected ingredients well?,Barcadia,2
What restaurants use unexpected ingredients well?,"The Ritz-Carlton, New Orleans",1
What restaurants use unexpected ingredients well?,BB King's Blues Club,1
What restaurants use unexpected ingredients well?,Steamboat Natchez,0
What restaurants use unexpected ingredients well?,Windsor Court Hotel,1
What restaurants use unexpected ingredients well?,Cafe Negril,1
What restaurants use unexpected ingredients well?,Sazerac Bar,1
What restaurants use unexpected ingredients well?,Vieux Carre Pizza,1
What restaurants use unexpected ingredients well?,Three Legged Dog,2
What restaurants use unexpected ingredients well?,Rue De La Course,1
What restaurants use unexpected ingredients well?,The Bulldog,0
What restaurants use unexpected ingredients well?,Pat O'Brien’s,2
What restaurants use unexpected ingredients well?,Embassy Suites by Hilton New Orleans,0
What restaurants use unexpected ingredients well?,Bamboula's,1
What restaurants use unexpected ingredients well?,30_90 NOLA,1
What restaurants use unexpected ingredients well?,New Orleans Marriott,1
What restaurants use unexpected ingredients well?,Dave & Buster's,0
What restaurants use unexpected ingredients well?,The Jazz Playhouse,1
What restaurants use unexpected ingredients well?,Hilton New Orleans Riverside,2
What restaurants use unexpected ingredients well?,Pirates Alley Cafe,2
What restaurants use unexpected ingredients well?,Sheraton New Orleans Hotel,1
What restaurants use unexpected ingredients well?,The American Sports Saloon,1
What restaurants use unexpected ingredients well?,W New Orleans - French Quarter,1
What restaurants use unexpected ingredients well?,Royal Sonesta New Orleans,1
What restaurants use unexpected ingredients well?,The Rusty Nail,0
What restaurants use unexpected ingredients well?,Old Absinthe House,0
What restaurants use unexpected ingredients well?,Hotel New Orleans Downtown,1
What restaurants use unexpected ingredients well?,Hot Tin,2
What restaurants use unexpected ingredients well?,The Old No 77 Hotel and Chandlery,2
What restaurants use unexpected ingredients well?,Fritzel's European Jazz Pub,0
What restaurants use unexpected ingredients well?,Paddlewheeler Creole Queen,0
What restaurants use unexpected ingredients well?,French Quarter Phantoms,0
Where can I find a place with a creative menu?,Louisiana Bistro,3
Where can I find a place with a creative menu?,Stella!,3
Where can I find a place with a creative menu?,Booty's Street Food,3
Where can I find a place with a creative menu?,Green Goddess,3
Where can I find a place with a creative menu?,Coquette,3
Where can I find a place with a creative menu?,Restaurant August,3
Where can I find a place with a creative menu?,Root,3
Where can I find a place with a creative menu?,Brigtsen's Restaurant,3
Where can I find a place with a creative menu?,Lilette,3
Where can I find a place with a creative menu?,Bayona,3
Where can I find a place with a creative menu?,Auction House Market,3
Where can I find a place with a creative menu?,Dick & Jenny's,3
Where can I find a place with a creative menu?,Paladar 511,3
Where can I find a place with a creative menu?,Compère Lapin,3
Where can I find a place with a creative menu?,Cafe Degas,2
Where can I find a place with a creative menu?,Gris-Gris,3
Where can I find a place with a creative menu?,Cowbell,3
Where can I find a place with a creative menu?,The Gallery Venue at Tomas Bistro,2
Where can I find a place with a creative menu?,Vessel NOLA,3
Where can I find a place with a creative menu?,Upperline,3
Where can I find a place with a creative menu?,Maypop Restaurant,3
Where can I find a place with a creative menu?,The American Sector,2
Where can I find a place with a creative menu?,Jack Rose,3
Where can I find a place with a creative menu?,El Gato Negro,3
Where can I find a place with a creative menu?,Kin,3
Where can I find a place with a creative menu?,Restaurant R'evolution,3
Where can I find a place with a creative menu?,K-Paul's Louisiana Kitchen,3
Where can I find a place with a creative menu?,The Tasting Room,3
Where can I find a place with a creative menu?,Meauxbar,3
Where can I find a place with a creative menu?,High Hat Cafe,3
Where can I find a place with a creative menu?,Mizado Latin Kitchen,3
Where can I find a place with a creative menu?,Dante's Kitchen,3
Where can I find a place with a creative menu?,Juan's Flying Burrito,3
Where can I find a place with a creative menu?,Herbsaint,3
Where can I find a place with a creative menu?,Capdeville,3
Where can I find a place with a creative menu?,The Grill,2
Where can I find a place with a creative menu?,St Roch Market,3
Where can I find a place with a creative menu?,La Petite Grocery,3
Where can I find a place with a creative menu?,Patois Restaurant,3
Where can I find a place with a creative menu?,Jacques-Imo's Cafe,3
Where can I find a place with a creative menu?,Wayfare,3
Where can I find a place with a creative menu?,Arabella Casa Di Pasta,3
Where can I find a place with a creative menu?,Josephine Estelle,3
Where can I find a place with a creative menu?,Nolé,3
Where can I find a place with a creative menu?,Clancy's Restaurant,3
Where can I find a place with a creative menu?,Café Amelie,3
Where can I find a place with a creative menu?,Adolfo's,3
Where can I find a place with a creative menu?,Sofia,3
Where can I find a place with a creative menu?,Trinity Restaurant New Orleans,3
Where can I find a place with a creative menu?,Three Muses,3
Where can I find a place with a creative menu?,Cochon,3
Where can I find a place with a creative menu?,Ye Olde College Inn,3
Where can I find a place with a creative menu?,Cavan,3
Where can I find a place with a creative menu?,The Delachaise,3
Where can I find a place with a creative menu?,Shaya,3
Where can I find a place with a creative menu?,Emeril's Delmonico,3
Where can I find a place with a creative menu?,N 7,3
Where can I find a place with a creative menu?,Salú Bistro and Bar,3
Where can I find a place with a creative menu?,Meril,3
Where can I find a place with a creative menu?,Dat Dog,3
Where can I find a place with a creative menu?,CellarDoor,3
Where can I find a place with a creative menu?,Rebellion Bar & Urban Kitchen,3
Where can I find a place with a creative menu?,Boucherie,3
Where can I find a place with a creative menu?,Brown Butter Southern Kitchen & Bar,3
Where can I find a place with a creative menu?,Irene's,3
Where can I find a place with a creative menu?,Saffron nola,3
Where can I find a place with a creative menu?,Eat New Orleans,3
Where can I find a place with a creative menu?,La Boca,2
Where can I find a place with a creative menu?,SoBou,3
Where can I find a place with a creative menu?,La Crepe Nanou,3
Where can I find a place with a creative menu?,New Orleans School of Cooking,2
Where can I find a place with a creative menu?,Tommy's Cuisine,2
Where can I find a place with a creative menu?,The Company Burger,2
Where can I find a place with a creative menu?,Dooky Chase's Restaurant,2
Where can I find a place with a creative menu?,Chophouse New Orleans,2
Where can I find a place with a creative menu?,Charcoal's Gourmet Burger Bar,3
Where can I find a place with a creative menu?,Vincent's Italian Cuisine,2
Where can I find a place with a creative menu?,Sylvain,3
Where can I find a place with a creative menu?,Angeline,3
Where can I find a place with a creative menu?,The Bombay Club,2
Where can I find a place with a creative menu?,Ruby Slipper Cafe,3
Where can I find a place with a creative menu?,Saint Lawrence,3
Where can I find a place with a creative menu?,Atchafalaya Restaurant,3
Where can I find a place with a creative menu?,1000 Figs,3
Where can I find a place with a creative menu?,Boswell's Jamaican Grill,2
Where can I find a place with a creative menu?,New Orleans Hamburger & Seafood Co,2
Where can I find a place with a creative menu?,GG's Dine-O-Rama,3
Where can I find a place with a creative menu?,Restaurant Rebirth,3
Where can I find a place with a creative menu?,Gyu-Kaku Japanese BBQ,2
Where can I find a place with a creative menu?,Marcello's Restaurant & Wine Bar,3
Where can I find a place with a creative menu?,SukhoThai,2
Where can I find a place with a creative menu?,Mona's Cafe,2
Where can I find a place with a creative menu?,Sneaky Pickle,3
Where can I find a place with a creative menu?,The Velvet Cactus,3
Where can I find a place with a creative menu?,The Camellia Grill,2
Where can I find a place with a creative menu?,Criollo Restaurant,3
Where can I find a place with a creative menu?,Borgne,2
Where can I find a place with a creative menu?,Mayas,3
Where can I find a place with a creative menu?,Red Dog Diner,3
Where can I find a place with a creative menu?,Saba,3
Where can I find a place with a creative menu?,Heard Dat Kitchen,3
Where can I find a place with a creative menu?,Muriel's Jackson Square,3
Where can I find a place with a creative menu?,Ralph's on the Park,3
Where can I find a place with a creative menu?,The Pelican Club,3
Where can I find a place with a creative menu?,Justine,3
Where can I find a place with a creative menu?,The Court of Two Sisters,2
Where can I find a place with a creative menu?,Commander's Palace,3
Where can I find a place with a creative menu?,Toups Meatery,3
Where can I find a place with a creative menu?,Salon by Sucré,3
Where can I find a place with a creative menu?,DTB,3
Where can I find a place with a creative menu?,Slice Pizzeria,3
Where can I find a place with a creative menu?,Satsuma Café,3
Where can I find a place with a creative menu?,Santa Fe,2
Where can I find a place with a creative menu?,Cochon Butcher,3
Where can I find a place with a creative menu?,Lola's,3
Where can I find a place with a creative menu?,Tujague's Restaurant,2
Where can I find a place with a creative menu?,Annunciation,3
Where can I find a place with a creative menu?,Arnaud's Restaurant,2
Where can I find a place with a creative menu?,Tableau,3
Where can I find a place with a creative menu?,Apolline Restaurant,3
Where can I find a place with a creative menu?,Cafe Sbisa,3
Where can I find a place with a creative menu?,Copper Vine,3
Where can I find a place with a creative menu?,Baru Bistro & Tapas,3
Where can I find a place with a creative menu?,Mopho,3
Where can I find a place with a creative menu?,Superior Grill,2
Where can I find a place with a creative menu?,Galatoire's Restaurant,2
Where can I find a place with a creative menu?,Cane and Table,3
Where can I find a place with a creative menu?,Mimi's In The Marigny,3
Where can I find a place with a creative menu?,Del Fuego,2
Where can I find a place with a creative menu?,Emeril's ,3
Where can I find a place with a creative menu?,Carmo,3
Where can I find a place with a creative menu?,Palace Café,2
Where can I find a place with a creative menu?,Briquette,3
Where can I find a place with a creative menu?,Ignatius' Rue de La Course Coffeehouse,2
Where can I find a place with a creative menu?,Red's Chinese,3
Where can I find a place with a creative menu?,Galatoire's 33 Bar & Steak,2
Where can I find a place with a creative menu?,Taqueria Guerrero,2
Where can I find a place with a creative menu?,Tito's Ceviche & Pisco,3
Where can I find a place with a creative menu?,Johnny Sanchez,3
Where can I find a place with a creative menu?,Lula Restaurant Distillery,3
Where can I find a place with a creative menu?,Beachbum Berry's Latitude 29,3
Where can I find a place with a creative menu?,Bakery Bar,3
Where can I find a place with a creative menu?,McClure's,2
Where can I find a place with a creative menu?,Pêche,3
Where can I find a place with a creative menu?,Cafe Abyssinia,3
Where can I find a place with a creative menu?,Maïs Arepas,3
Where can I find a place with a creative menu?,Cure,3
Where can I find a place with a creative menu?,Another Broken Egg Cafe,3
Where can I find a place with a creative menu?,The Munch Factory,3
Where can I find a place with a creative menu?,Casa Borrega,3
Where can I find a place with a creative menu?,GW Fins,3
Where can I find a place with a creative menu?,Mr John's Steakhouse,2
Where can I find a place with a creative menu?,The Steakhouse,2
Where can I find a place with a creative menu?,Avery's On Tulane,3
Where can I find a place with a creative menu?,Please-U-Restaurant,2
Where can I find a place with a creative menu?,Felipe's Mexican Taqueria - French Quarter,2
Where can I find a place with a creative menu?,Landry's Seafood House,2
Where can I find a place with a creative menu?,The Backyard,2
Where can I find a place with a creative menu?,Antoine's Restaurant,2
Where can I find a place with a creative menu?,La Casita,2
Where can I find a place with a creative menu?,Orleans Grapevine Wine Bar & Bistro,3
Where can I find a place with a creative menu?,Katie's Restaurant & Bar,3
Where can I find a place with a creative menu?,Joey K's Restaurant & Bar,2
Where can I find a place with a creative menu?,Legacy Kitchen's Craft Tavern,2
Where can I find a place with a creative menu?,Nirvana Indian Cuisine,2
Where can I find a place with a creative menu?,NOLA Restaurant,2
Where can I find a place with a creative menu?,The Italian Barrel,2
Where can I find a place with a creative menu?,Angeli on Decatur,2
Where can I find a place with a creative menu?,Vacherie,2
Where can I find a place with a creative menu?,The Marigny Brasserie,2
Where can I find a place with a creative menu?,Slim Goodies Diner,2
Where can I find a place with a creative menu?,Toast,3
Where can I find a place with a creative menu?,HORN'S EATERY,3
Where can I find a place with a creative menu?,Turkey and the Wolf,3
Where can I find a place with a creative menu?,Noodle & Pie,2
Where can I find a place with a creative menu?,Yo Mama's Bar & Grill,3
Where can I find a place with a creative menu?,Trenasse,3
Where can I find a place with a creative menu?,Faubourg Bistro,3
Where can I find a place with a creative menu?,The Country Club,2
Where can I find a place with a creative menu?,Taqueria Corona,1
Where can I find a place with a creative menu?,Milk Bar,3
Where can I find a place with a creative menu?,Doris Metropolitan,3
Where can I find a place with a creative menu?,Elizabeth's Restaurant,3
Where can I find a place with a creative menu?,Red Fish Grill,2
Where can I find a place with a creative menu?,The Joint,2
Where can I find a place with a creative menu?,Café at The Square,3
Where can I find a place with a creative menu?,Bennachin Restaurant,2
Where can I find a place with a creative menu?,Fogo de Chão Brazilian Steakhouse,1
Where can I find a place with a creative menu?,Kingfish,3
Where can I find a place with a creative menu?,Bearcat CBD,3
Where can I find a place with a creative menu?,Mona Lisa Restaurant,2
Where can I find a place with a creative menu?,Chartres House,2
Where can I find a place with a creative menu?,Yuki Izakaya,3
Where can I find a place with a creative menu?,Basin Seafood & Spirits,3
Where can I find a place with a creative menu?,Café Adelaide,3
Where can I find a place with a creative menu?,Riccobono’s Panola St. Cafe,2
Where can I find a place with a creative menu?,Flamingo A-Go-Go,2
Where can I find a place with a creative menu?,Brennan's Restaurant,2
Where can I find a place with a creative menu?,Little Korea BBQ,1
Where can I find a place with a creative menu?,Louisiana Pizza Kitchen,3
Where can I find a place with a creative menu?,Hobnobber's Variety Bar & Restaurant,2
Where can I find a place with a creative menu?,Fharmacy Nola,3
Where can I find a place with a creative menu?,Victory,3
Where can I find a place with a creative menu?,Li'l Dizzy's Cafe,2
Where can I find a place with a creative menu?,Rib Room,2
Where can I find a place with a creative menu?,Curio,3
Where can I find a place with a creative menu?,Crescent City Brewhouse,2
Where can I find a place with a creative menu?,Russell's Marina Grill,3
Where can I find a place with a creative menu?,Down The Hatch,2
Where can I find a place with a creative menu?,Mr. B's Bistro,2
Where can I find a place with a creative menu?,The Praline Connection,2
Where can I find a place with a creative menu?,Kebab,3
Where can I find a place with a creative menu?,The Avenue Pub,2
Where can I find a place with a creative menu?,Dickie Brennan's Steakhouse,2
Where can I find a place with a creative menu?,Mandina's Restaurant,2
Where can I find a place with a creative menu?,Venezia Restaurant,2
Where can I find a place with a creative menu?,Coop's Place,2
Where can I find a place with a creative menu?,The Original Pierre Maspero's,2
Where can I find a place with a creative menu?,New Orleans Cake Café & Bakery,3
Where can I find a place with a creative menu?,Crescent City Steak House,1
Where can I find a place with a creative menu?,Bearcat Cafe,3
Where can I find a place with a creative menu?,Araña Taqueria y Cantina,2
Where can I find a place with a creative menu?,Sassafras Restaurant,2
Where can I find a place with a creative menu?,La Macarena Pupuseria & Latin Cafe,2
Where can I find a place with a creative menu?,Mint Modern Vietnamese Bistro & Bar,3
Where can I find a place with a creative menu?,Buffa's Bar & Restaurant,2
Where can I find a place with a creative menu?,Desi Vega's Steakhouse,2
Where can I find a place with a creative menu?,Ugly Dog Saloon & BBQ,2
Where can I find a place with a creative menu?,Jagerhaus,2
Where can I find a place with a creative menu?,Central City BBQ,1
Where can I find a place with a creative menu?,Sake Cafe Uptown,3
Where can I find a place with a creative menu?,New Orleans Creole Cookery,2
Where can I find a place with a creative menu?,Majoria's Commerce Restaurant,2
Where can I find a place with a creative menu?,Port Of Call,1
Where can I find a place with a creative menu?,Dreamy Weenies,3
Where can I find a place with a creative menu?,The Original French Market Restaurant and Bar,2
Where can I find a place with a creative menu?,Bon Ton Cafe,2
Where can I find a place with a creative menu?,The Irish House,2
Where can I find a place with a creative menu?,Felipe's Mexican Taqueria - Uptown,2
Where can I find a place with a creative menu?,Domenica,3
Where can I find a place with a creative menu?,Saint Cecilia,3
Where can I find a place with a creative menu?,13 Monaghan,2
Where can I find a place with a creative menu?,La Thai Uptown,2
Where can I find a place with a creative menu?,Clover Grill,2
Where can I find a place with a creative menu?,Squeal,2
Where can I find a place with a creative menu?,Ancora,3
Where can I find a place with a creative menu?,Cleo's,3
Where can I find a place with a creative menu?,WINO  Wine Institute of New Orleans,2
Where can I find a place with a creative menu?,Gumbo Shop,2
Where can I find a place with a creative menu?,Houston's Restaurant,2
Where can I find a place with a creative menu?,Blue Oak BBQ,2
Where can I find a place with a creative menu?,Seaworthy,3
Where can I find a place with a creative menu?,Tru Burger,2
Where can I find a place with a creative menu?,biscuit & buns on banks,3
Where can I find a place with a creative menu?,Evangeline,3
Where can I find a place with a creative menu?,Belle's Diner Nola,2
Where can I find a place with a creative menu?,Midway Pizza,2
Where can I find a place with a creative menu?,Seed,3
Where can I find a place with a creative menu?,Backspace Bar & Kitchen,2
Where can I find a place with a creative menu?,Huck Finn's Cafe,1
Where can I find a place with a creative menu?,P & G Restaurant & Bar,2
Where can I find a place with a creative menu?,Brennan's,3
Where can I find a place with a creative menu?,Cafe Maspero,2
Where can I find a place with a creative menu?,Tout De Suite Cafe,3
Where can I find a place with a creative menu?,Superior Seafood & Oyster Bar,2
Where can I find a place with a creative menu?,Luke,2
Where can I find a place with a creative menu?,Namese,3
Where can I find a place with a creative menu?,Broussard's,3
Where can I find a place with a creative menu?,Cuñada,3
Where can I find a place with a creative menu?,Hoshun Restaurant,2
Where can I find a place with a creative menu?,Who Dat Coffee Cafe,3
Where can I find a place with a creative menu?,Little Gem Saloon,2
Where can I find a place with a creative menu?,Lebanon's Cafe,2
Where can I find a place with a creative menu?,Willie's Chicken Shack,2
Where can I find a place with a creative menu?,Hard Rock Cafe,2
Where can I find a place with a creative menu?,Ba Chi Canteen,3
Where can I find a place with a creative menu?,Lucy's Retired Surfers Bar & Restaurant,2
Where can I find a place with a creative menu?,Ernst Cafe,1
Where can I find a place with a creative menu?,Fullblast Brunch,3
Where can I find a place with a creative menu?,St Charles Tavern,2
Where can I find a place with a creative menu?,Walk-On's Sports Bistreaux - New Orleans,2
Where can I find a place with a creative menu?,Fat Boy Pantry,3
Where can I find a place with a creative menu?,Sweet Soulfood,3
Where can I find a place with a creative menu?,Voodoo BBQ & Grill,2
Where can I find a place with a creative menu?,The Rum House,3
Where can I find a place with a creative menu?,Oceana Grill,2
Where can I find a place with a creative menu?,Coulis,3
Where can I find a place with a creative menu?,Pascal's Manale,2
Where can I find a place with a creative menu?,Cornet,2
Where can I find a place with a creative menu?,The Vintage,3
Where can I find a place with a creative menu?,Gordon Biersch Brewery Restaurant,2
Where can I find a place with a creative menu?,Rock-n-Saké Bar & Sushi,3
Where can I find a place with a creative menu?,Copeland's Cheesecake Bistro,2
Where can I find a place with a creative menu?,Pizza Delicious,3
Where can I find a place with a creative menu?,Deanie's Seafood,1
Where can I find a place with a creative menu?,Felipe's Mexican Taqueria - Mid City,2
Where can I find a place with a creative menu?,Killer Poboys,3
Where can I find a place with a creative menu?,Willa Jean,3
Where can I find a place with a creative menu?,Warehouse Grille,2
