Query,City,Relevance Score
Great cities for solo travelers,Antalya,2
Great cities for solo travelers,Rochester (Minnesota),1
Great cities for solo travelers,Mont-Tremblant,1
Great cities for solo travelers,Boise,2
Great cities for solo travelers,Noume虂a,2
Great cities for solo travelers,Tianjin,2
Great cities for solo travelers,Churchill,2
Great cities for solo travelers,Bamako,2
Great cities for solo travelers,Vadodara,1
Great cities for solo travelers,Sibiu,2
Great cities for solo travelers,Port Blair,2
Great cities for solo travelers,Bissau,1
Great cities for solo travelers,Hilo,2
Great cities for solo travelers,Pereira,2
Great cities for solo travelers,Cagliari,2
Great cities for solo travelers,Bahrain,1
Great cities for solo travelers,Saint John,2
Great cities for solo travelers,Visby,2
Great cities for solo travelers,Baku,2
Great cities for solo travelers,Funchal,2
Great cities for solo travelers,Surat Thani,2
Great cities for solo travelers,Beihai,2
Great cities for solo travelers,Brownsville (Texas),2
Great cities for solo travelers,Bermuda,2
Great cities for solo travelers,Khajuraho,2
Great cities for solo travelers,Ningbo,2
Great cities for solo travelers,Erbil,1
Great cities for solo travelers,Trujillo (Peru),2
Great cities for solo travelers,West Palm Beach,2
Great cities for solo travelers,Providence,2
Great cities for solo travelers,Bodrum,2
Great cities for solo travelers,Umea虋,2
Great cities for solo travelers,Burlington (Vermont),2
Great cities for solo travelers,Omaha,2
Great cities for solo travelers,Izmir,2
Great cities for solo travelers,Rzeszo虂w,1
Great cities for solo travelers,Libreville,2
Great cities for solo travelers,Villahermosa,1
Great cities for solo travelers,Barbados,2
Great cities for solo travelers,Gillette,1
Great cities for solo travelers,Nassau,2
Great cities for solo travelers,Tulsa,2
Great cities for solo travelers,Sept-I虃les,2
Great cities for solo travelers,Minsk,2
Great cities for solo travelers,Westchester County,1
Great cities for solo travelers,Lexington (Kentucky),2
Great cities for solo travelers,Haugesund,2
Great cities for solo travelers,Myrtle Beach,1
Great cities for solo travelers,Katowice,1
Great cities for solo travelers,Apia,2
Great cities for solo travelers,Albany (New York),2
Great cities for solo travelers,Koror,2
Great cities for solo travelers,Joa虄o Pessoa,2
Great cities for solo travelers,Krabi Town,2
Great cities for solo travelers,Larnaca,2
Great cities for solo travelers,Sendai,2
Great cities for solo travelers,Bhopal,1
Great cities for solo travelers,Georgetown (Guyana),1
Great cities for solo travelers,Windsor (Ontario),2
Great cities for solo travelers,Tucson,2
Great cities for solo travelers,Pamplona,2
Great cities for solo travelers,Rarotonga,2
Great cities for solo travelers,Grand Junction,2
Great cities for solo travelers,Khabarovsk,2
Great cities for solo travelers,Asheville,2
Great cities for solo travelers,Novosibirsk,2
Great cities for solo travelers,Nashville,2
Great cities for solo travelers,Udaipur,2
Great cities for solo travelers,Kashgar,2
Great cities for solo travelers,Hefei,1
Great cities for solo travelers,Lucknow,2
Great cities for solo travelers,Monterey (California),2
Great cities for solo travelers,Aomori,2
Great cities for solo travelers,Kharkiv,1
Great cities for solo travelers,Chania,2
Great cities for solo travelers,Little Rock,2
Great cities for solo travelers,Nanaimo,2
Great cities for solo travelers,Kirkenes,1
Great cities for solo travelers,Gondar,2
Great cities for solo travelers,Chongqing,2
Great cities for solo travelers,Manta,2
Great cities for solo travelers,Shiraz,2
Great cities for solo travelers,Patna,1
Great cities for solo travelers,Nelson (New Zealand),2
Great cities for solo travelers,Lansing,1
Great cities for solo travelers,Ufa,2
Great cities for solo travelers,Rosario,2
Great cities for solo travelers,Missoula,2
Great cities for solo travelers,Moncton,2
Great cities for solo travelers,Rhodes (city),2
Great cities for solo travelers,Vigo,2
Great cities for solo travelers,Pula,2
Great cities for solo travelers,Juba,1
Great cities for solo travelers,Kailua-Kona,2
Great cities for solo travelers,Savannah,2
Great cities for solo travelers,Rapid City,2
Great cities for solo travelers,Tottori,2
Great cities for solo travelers,Chattanooga,2
Great cities for solo travelers,Belize City,2
Great cities for solo travelers,Nanning,2
Great cities for solo travelers,Yekaterinburg,2
Great cities for solo travelers,Lalibela,2
Great cities for solo travelers,Sioux Falls,1
Great cities for solo travelers,Ranchi,1
Great cities for solo travelers,Hargeisa,1
Great cities for solo travelers,Medina,1
Great cities for solo travelers,Harare,2
Great cities for solo travelers,Ithaca (New York),2
Great cities for solo travelers,Shantou,2
Great cities for solo travelers,Providenciales,2
Great cities for solo travelers,Isfahan,2
Great cities for solo travelers,Ankara,2
Great cities for solo travelers,Bhubaneswar,2
Great cities for solo travelers,Shenyang,2
Great cities for solo travelers,Spokane,2
Great cities for solo travelers,Victoria Falls,2
Great cities for solo travelers,Rajkot,1
Great cities for solo travelers,Inuvik,2
Great cities for solo travelers,Nagpur,1
Great cities for solo travelers,Peoria (Illinois),1
Great cities for solo travelers,Pensacola,2
Great cities for solo travelers,Aswan,2
Great cities for solo travelers,Port of Spain,2
Great cities for solo travelers,East London,2
Great cities for solo travelers,Coimbatore,2
Great cities for solo travelers,Iguac抬u Falls,1
Great cities for solo travelers,Traverse City,2
Great cities for solo travelers,Palm Springs,2
Great cities for solo travelers,Port-au-Prince,1
Great cities for solo travelers,Srinagar,1
Great cities for solo travelers,Wuhan,2
Great cities for solo travelers,Matsuyama,2
Great cities for solo travelers,Okinawa,2
Great cities for solo travelers,Hohhot,2
Great cities for solo travelers,Taupo虅,2
Great cities for solo travelers,Medford (Oregon),1
Great cities for solo travelers,Diyarbak谋r,2
Great cities for solo travelers,Asturias,2
Great cities for solo travelers,Grand Rapids,2
Great cities for solo travelers,Xining,2
Great cities for solo travelers,Friedrichshafen,2
Great cities for solo travelers,Takamatsu,2
Great cities for solo travelers,Mogadishu,1
Great cities for solo travelers,Montego Bay,2
Great cities for solo travelers,Timmins,1
Great cities for solo travelers,Kenora,2
Great cities for solo travelers,Charlottetown,2
Great cities for solo travelers,Saskatoon,2
Great cities for solo travelers,Fairbanks,2
Great cities for solo travelers,Sault Sainte Marie (Ontario),2
Great cities for solo travelers,Blenheim (New Zealand),2
Great cities for solo travelers,Klagenfurt,2
Great cities for solo travelers,Nanchang,2
Great cities for solo travelers,Fredericton,2
Great cities for solo travelers,Changsha,2
Great cities for solo travelers,Syracuse (New York),2
Great cities for solo travelers,Asahikawa,2
Great cities for solo travelers,Norfolk (Virginia),2
Great cities for solo travelers,Luanda,1
Great cities for solo travelers,Aspen,1
Great cities for solo travelers,Campo Grande,2
Great cities for solo travelers,Nagasaki,2
Great cities for solo travelers,Sudbury (Ontario),2
Great cities for solo travelers,Wuxi,2
Great cities for solo travelers,Tauranga,2
Great cities for solo travelers,Knoxville,2
Great cities for solo travelers,Grand Cayman,2
Great cities for solo travelers,Goia虃nia,2
Great cities for solo travelers,Hakodate,2
Great cities for solo travelers,Charleston (West Virginia),2
Great cities for solo travelers,South Bend,1
Great cities for solo travelers,Jackson (Mississippi),1
Great cities for solo travelers,Flint,1
Great cities for solo travelers,Baghdad,1
Great cities for solo travelers,Napier,2
Great cities for solo travelers,Zihuatanejo,2
Great cities for solo travelers,Chihuahua,2
Great cities for solo travelers,Columbia (South Carolina),2
Great cities for solo travelers,Guwahati,1
Great cities for solo travelers,Grenada,2
Great cities for solo travelers,Dunhuang,2
Great cities for solo travelers,Springfield (Missouri),2
Great cities for solo travelers,Durango (Colorado),2
Great cities for solo travelers,Lethbridge,1
Great cities for solo travelers,Jackson (Wyoming),2
Great cities for solo travelers,Bakersfield,1
Great cities for solo travelers,Kittila虉,1
Great cities for solo travelers,Greenville (South Carolina),2
Great cities for solo travelers,Dandong,1
Great cities for solo travelers,Yellowknife,2
Great cities for solo travelers,Yanji,1
Great cities for solo travelers,Erie,1
Great cities for solo travelers,Sharjah,2
Great cities for solo travelers,Bloemfontein,1
Great cities for solo travelers,Imphal,2
Great cities for solo travelers,Guiyang,2
Great cities for solo travelers,Jamnagar,1
Great cities for solo travelers,Van,2
Great cities for solo travelers,Konya,1
Great cities for solo travelers,Regina,1
Great cities for solo travelers,Guam,1
Great cities for solo travelers,Petrolina,1
Great cities for solo travelers,Lubbock,1
Great cities for solo travelers,Kalamazoo,2
Great cities for solo travelers,Burbank,1
Great cities for solo travelers,Billings,1
Great cities for solo travelers,Abbotsford,1
Great cities for solo travelers,Santa Rosa (California),2
Great cities for solo travelers,Niigata,2
Great cities for solo travelers,Bismarck,1
Great cities for solo travelers,Fargo,2
Great cities for solo travelers,Brindisi,2
Great cities for solo travelers,Raleigh,2
Great cities for solo travelers,Fort Wayne,1
Great cities for solo travelers,Agartala,1
Great cities for solo travelers,Santa Ana (California),2
Great cities for solo travelers,Fort Myers,2
Great cities for solo travelers,Colorado Springs,2
Great cities for solo travelers,Dayton,1
Great cities for solo travelers,St. George (Utah),2
Great cities for solo travelers,Great Falls (Montana),2
Great cities for solo travelers,Basra,1
Great cities for solo travelers,Cranbrook,1
Great cities for solo travelers,Obihiro,1
Great cities for solo travelers,Mashhad,2
Great cities for solo travelers,Malatya,1
Great cities for solo travelers,Rouyn-Noranda,1
Great cities for solo travelers,Iqaluit,1
Great cities for solo travelers,Appleton,1
Great cities for solo travelers,Baton Rouge,2
Great cities for solo travelers,Salinas,1
Great cities for solo travelers,Toyama,2
Great cities for solo travelers,Denizli,1
Great cities for solo travelers,Yantai,2
Great cities for solo travelers,Cuiaba虂,2
Great cities for solo travelers,Wichita,2
Great cities for solo travelers,Prince George,1
Great cities for solo travelers,Huangshan,2
Great cities for solo travelers,Akita,2
Great cities for solo travelers,Changzhou,1
Great cities for solo travelers,Blantyre,1
Great cities for solo travelers,Lincoln,1
Great cities for solo travelers,Teresina,1
Great cities for solo travelers,Bozeman,2
Great cities for solo travelers,Thunder Bay,2
Great cities for solo travelers,Vijayawada,1
Great cities for solo travelers,Axum,1
Great cities for solo travelers,Tongatapu,1
Great cities for solo travelers,Adana,2
Great cities for solo travelers,Yinchuan,2
Great cities for solo travelers,Fresno,1
Great cities for solo travelers,Lafayette (Louisiana),2
Great cities for solo travelers,Shreveport,1
Great cities for solo travelers,Kayseri,1
Great cities for solo travelers,Red Deer,1
Great cities for solo travelers,Bathurst (New Brunswick),1
Great cities for solo travelers,Evansville,1
Great cities for solo travelers,Zhanjiang,1
Great cities for solo travelers,Saint Kitts and Nevis,2
Great cities for solo travelers,Miyazaki,1
Great cities for solo travelers,Samara,2
Great cities for solo travelers,Springfield (Illinois),2
Great cities for solo travelers,Kamloops,2
Great cities for solo travelers,Ashgabat,1
Great cities for solo travelers,Mobile,2
Great cities for solo travelers,Whitehorse,2
Great cities for solo travelers,Castlegar,1
Great cities for solo travelers,Taiyuan,2
Great cities for solo travelers,Tirupati,1
Great cities for solo travelers,North Bay (Ontario),1
Great cities for solo travelers,Sarnia,1
Great cities for solo travelers,Shijiazhuang,1
Great cities for solo travelers,Iwakuni,2
Great cities for solo travelers,Fayetteville (Arkansas),2
Great cities for solo travelers,Plattsburgh,1
Great cities for solo travelers,Zunyi,1
Great cities for solo travelers,Prince Rupert,2
Great cities for solo travelers,Amarillo,2
Great cities for solo travelers,Redding,1
Great cities for solo travelers,Bryan-College Station,1
Great cities for solo travelers,Lake Charles,2
Great cities for solo travelers,Kagoshima,2
Great cities for solo travelers,Comox,1
Great cities for solo travelers,North Platte,1
Great cities for solo travelers,Fort St. John,1
Great cities for solo travelers,Terrace,1
Great cities for solo travelers,Medicine Hat,1
Great cities for solo travelers,Grande Prairie,1
Great cities for solo travelers,Wausau,1
Perfect cities for introverts,Aarhus,2
Perfect cities for introverts,Vienna,2
Perfect cities for introverts,Amsterdam,1
Perfect cities for introverts,Oslo,2
Perfect cities for introverts,Reykjavi虂k,2
Perfect cities for introverts,"Washington, D.C.",1
Perfect cities for introverts,Copenhagen,2
Perfect cities for introverts,Paris,1
Perfect cities for introverts,Tokyo,2
Perfect cities for introverts,Nice,1
Perfect cities for introverts,Zurich,2
Perfect cities for introverts,Bangalore,1
Perfect cities for introverts,Helsinki,2
Perfect cities for introverts,Berlin,2
Perfect cities for introverts,Dresden,1
Perfect cities for introverts,Portland (Oregon),2
Perfect cities for introverts,San Francisco,1
Perfect cities for introverts,Montreal,2
Perfect cities for introverts,Sofia,1
Perfect cities for introverts,Birmingham,1
Perfect cities for introverts,Kos虒ice,1
Perfect cities for introverts,Boston,2
Perfect cities for introverts,Seattle,2
Perfect cities for introverts,Sa虄o Paulo,1
Perfect cities for introverts,Kaunas,1
Perfect cities for introverts,Toronto,1
Perfect cities for introverts,Brisbane,2
Perfect cities for introverts,Buenos Aires,1
Perfect cities for introverts,Stockholm,2
Perfect cities for introverts,Sydney,1
Perfect cities for introverts,Vancouver,1
Perfect cities for introverts,Milwaukee,2
Perfect cities for introverts,Bangkok,1
Perfect cities for introverts,Gaspe虂,1
Perfect cities for introverts,Athens,1
Perfect cities for introverts,Bristol,1
Perfect cities for introverts,Tallinn,2
Perfect cities for introverts,New York City,1
Perfect cities for introverts,Milan,1
Perfect cities for introverts,Bergen,2
Perfect cities for introverts,Rochester (New York),1
Perfect cities for introverts,Prague,1
Perfect cities for introverts,Kyoto,2
Perfect cities for introverts,Budapest,1
Perfect cities for introverts,Venice,1
Perfect cities for introverts,London,2
Perfect cities for introverts,Frankfurt,1
Perfect cities for introverts,Jakarta,0
Perfect cities for introverts,Barcelona,1
Perfect cities for introverts,Cape Town,1
Perfect cities for introverts,Rome,1
Perfect cities for introverts,Trondheim,2
Perfect cities for introverts,Karachi,1
Perfect cities for introverts,Aurangabad,1
Perfect cities for introverts,Mexico City,1
Perfect cities for introverts,Chicago,1
Perfect cities for introverts,Brussels,2
Perfect cities for introverts,Medelli虂n,1
Perfect cities for introverts,Troms酶,1
Perfect cities for introverts,Beirut,0
Perfect cities for introverts,Quito,1
Perfect cities for introverts,Ho Chi Minh City,0
Perfect cities for introverts,Tangier,1
Perfect cities for introverts,Philadelphia,1
Perfect cities for introverts,Melbourne,2
Perfect cities for introverts,Santo Domingo,1
Perfect cities for introverts,Nuremberg,1
Perfect cities for introverts,Lyon,1
Perfect cities for introverts,Ljubljana,2
Perfect cities for introverts,Thessaloniki,1
Perfect cities for introverts,Thiruvananthapuram,1
Perfect cities for introverts,Charlotte,1
Perfect cities for introverts,Chiang Mai,2
Perfect cities for introverts,Stuttgart,1
Perfect cities for introverts,Kozhikode,1
Perfect cities for introverts,Singapore,1
Perfect cities for introverts,Malmo虉,1
Perfect cities for introverts,Phnom Penh,1
Perfect cities for introverts,Gothenburg,1
Perfect cities for introverts,Manchester,1
Perfect cities for introverts,Kavala,1
Perfect cities for introverts,Turku,2
Perfect cities for introverts,Bogota虂,1
Perfect cities for introverts,Zagreb,1
Perfect cities for introverts,Ottawa,2
Perfect cities for introverts,Luxembourg (city),2
Perfect cities for introverts,Bucharest,1
Perfect cities for introverts,Los Angeles,1
Perfect cities for introverts,Abu Dhabi,1
Perfect cities for introverts,Edinburgh,2
Perfect cities for introverts,Graz,1
Perfect cities for introverts,Hong Kong,1
Perfect cities for introverts,Varanasi,1
Perfect cities for introverts,Belgrade,1
Perfect cities for introverts,Madrid,1
Perfect cities for introverts,Santiago,1
Perfect cities for introverts,Shanghai,1
Perfect cities for introverts,Du虉sseldorf,0
Perfect cities for introverts,Lahore,1
Perfect cities for introverts,"Co虂rdoba (city, Argentina)",1
Perfect cities for introverts,Cuzco,1
Perfect cities for introverts,Tashkent,1
Perfect cities for introverts,Johannesburg,1
Perfect cities for introverts,Lisbon,1
Perfect cities for introverts,Florence,1
Perfect cities for introverts,Adelaide,2
Perfect cities for introverts,Tel Aviv,0
Perfect cities for introverts,Marrakech,1
Perfect cities for introverts,Pittsburgh,1
Perfect cities for introverts,Kochi,1
Perfect cities for introverts,Munich,1
Perfect cities for introverts,Krako虂w,1
Perfect cities for introverts,Hamilton (Ontario),1
Perfect cities for introverts,Tampere,1
Perfect cities for introverts,Pristina,1
Perfect cities for introverts,Kuala Lumpur,1
Perfect cities for introverts,Kristiansand,1
Perfect cities for introverts,Wellington,1
Perfect cities for introverts,Yangon,1
Perfect cities for introverts,Puerto Vallarta,1
Perfect cities for introverts,Dubrovnik,1
Perfect cities for introverts,Mangalore,1
Perfect cities for introverts,Geneva,1
Perfect cities for introverts,Ias苔i,2
Perfect cities for introverts,Gold Coast,0
Perfect cities for introverts,Salvador,0
Perfect cities for introverts,La Paz,1
Perfect cities for introverts,Perth,1
Perfect cities for introverts,Porto,1
Perfect cities for introverts,Yaounde虂,1
Perfect cities for introverts,Cancu虂n,0
Perfect cities for introverts,Valencia,1
Perfect cities for introverts,Edmonton,1
Perfect cities for introverts,Columbus,1
Perfect cities for introverts,Ulaanbaatar,1
Perfect cities for introverts,Vientiane,2
Perfect cities for introverts,San Salvador,1
Perfect cities for introverts,Orlando,0
Perfect cities for introverts,Warsaw,1
Perfect cities for introverts,Hamburg,1
Perfect cities for introverts,Podgorica,1
Perfect cities for introverts,Vilnius,2
Perfect cities for introverts,Freetown,0
Perfect cities for introverts,Yerevan,1
Perfect cities for introverts,Asuncio虂n,1
Perfect cities for introverts,Mumbai,0
Perfect cities for introverts,Madison,2
Perfect cities for introverts,Santa Barbara,1
Perfect cities for introverts,San Juan,1
Perfect cities for introverts,Nairobi,1
Perfect cities for introverts,Sarajevo,1
Perfect cities for introverts,Havana,1
Perfect cities for introverts,Poznan虂,2
Perfect cities for introverts,Bologna,1
Perfect cities for introverts,Indianapolis,1
Perfect cities for introverts,Leipzig,1
Perfect cities for introverts,Queenstown (New Zealand),1
Perfect cities for introverts,Denver,1
Perfect cities for introverts,Amman,1
Perfect cities for introverts,Dublin,1
Perfect cities for introverts,Canberra,2
Perfect cities for introverts,Salzburg,1
Perfect cities for introverts,Montpellier,1
Perfect cities for introverts,Auckland,1
Perfect cities for introverts,Bishkek,1
Perfect cities for introverts,Chengdu,2
Perfect cities for introverts,Saint Thomas,1
Perfect cities for introverts,Albuquerque,2
Perfect cities for introverts,Siem Reap,1
Perfect cities for introverts,Osaka,1
Perfect cities for introverts,Caracas,0
Perfect cities for introverts,Tehran,1
Perfect cities for introverts,Christchurch,1
Perfect cities for introverts,Montevideo,1
Perfect cities for introverts,Hiroshima,2
Perfect cities for introverts,Seville,1
Perfect cities for introverts,Guadalajara,1
Perfect cities for introverts,New Orleans,0
Perfect cities for introverts,Marseille,1
Perfect cities for introverts,Doha,0
Perfect cities for introverts,Santa Fe (New Mexico),2
Perfect cities for introverts,Naples,1
Perfect cities for introverts,Xi'an,1
Perfect cities for introverts,Rio de Janeiro,0
Perfect cities for introverts,Tunis,1
Perfect cities for introverts,Mombasa,1
Perfect cities for introverts,Addis Ababa,1
Perfect cities for introverts,Manila,0
Perfect cities for introverts,Kumamoto,1
Perfect cities for introverts,San Jose虂 (Costa Rica),1
Perfect cities for introverts,Trieste,2
Perfect cities for introverts,Belo Horizonte,1
Perfect cities for introverts,Louisville,1
Perfect cities for introverts,Cebu City,1
Perfect cities for introverts,Charlottesville,1
Perfect cities for introverts,Fortaleza,0
Perfect cities for introverts,Quebec City,2
Perfect cities for introverts,Kharkiv,1
Perfect cities for introverts,Tbilisi,1
Perfect cities for introverts,Genoa,1
Perfect cities for introverts,Da Nang,1
Perfect cities for introverts,Calgary,1
Perfect cities for introverts,Split,1
Perfect cities for introverts,Monterrey,1
Perfect cities for introverts,Detroit,1
Perfect cities for introverts,Minsk,1
Perfect cities for introverts,Astana,1
Perfect cities for introverts,Austin,1
Perfect cities for introverts,Taipei,2
Perfect cities for introverts,Baltimore,1
Perfect cities for introverts,Taichung,1
Perfect cities for introverts,Kolkata,1
Perfect cities for introverts,Rijeka,1
Perfect cities for introverts,Pune,1
Perfect cities for introverts,Phoenix,1
Perfect cities for introverts,Wroc艂aw,1
Perfect cities for introverts,Windhoek,1
Perfect cities for introverts,Guayaquil,0
Perfect cities for introverts,Kansas City,1
Perfect cities for introverts,Hyderabad,1
Perfect cities for introverts,Cartagena (Colombia),1
Perfect cities for introverts,Linz,1
Perfect cities for introverts,Cairo,0
Perfect cities for introverts,Pisa,1
Perfect cities for introverts,Honolulu,1
Perfect cities for introverts,Skopje,1
Perfect cities for introverts,Harbin,1
Perfect cities for introverts,Ibiza,0
Perfect cities for introverts,Tirana,1
Perfect cities for introverts,Vaasa,1
Perfect cities for introverts,Dunedin,1
Perfect cities for introverts,Accra,1
Perfect cities for introverts,Stavanger,1
Perfect cities for introverts,Gaborone,1
Perfect cities for introverts,Dubai,0
Perfect cities for introverts,Eugene,2
Perfect cities for introverts,San Luis Obispo,2
Perfect cities for introverts,Guilin,1
Perfect cities for introverts,Portland (Maine),1
Perfect cities for introverts,Shenzhen,1
Perfect cities for introverts,Indore,1
Perfect cities for introverts,Xiamen,1
Perfect cities for introverts,Phuket,1
Perfect cities for introverts,Strasbourg,1
Perfect cities for introverts,George Town (Malaysia),1
Perfect cities for introverts,"Santa Cruz (city, Bolivia)",1
Perfect cities for introverts,Nanjing,1
Perfect cities for introverts,Riyadh,0
Perfect cities for introverts,Tenerife,1
Perfect cities for introverts,Surat,0
Perfect cities for introverts,Belfast,1
Perfect cities for introverts,Hanover,1
Perfect cities for introverts,Sacramento,1
Perfect cities for introverts,Zhuhai,1
Perfect cities for introverts,Winnipeg,1
Perfect cities for introverts,Kunming,2
Perfect cities for introverts,Kazan,1
Perfect cities for introverts,Atlanta,1
Perfect cities for introverts,Me虂rida (Mexico),1
Perfect cities for introverts,Oaxaca (city),2
Perfect cities for introverts,Beijing,1
Perfect cities for introverts,Innsbruck,1
Perfect cities for introverts,Faroe Islands,3
Perfect cities for introverts,Cincinnati,1
Perfect cities for introverts,Casablanca,1
Perfect cities for introverts,Erbil,1
Perfect cities for introverts,Lusaka,1
Perfect cities for introverts,Hangzhou,1
Perfect cities for introverts,Salt Lake City,1
Perfect cities for introverts,Alexandria,1
Perfect cities for introverts,Durban,1
Perfect cities for introverts,Buffalo,1
Perfect cities for introverts,Saint Petersburg,1
Perfect cities for introverts,Asheville,2
Perfect cities for introverts,Victoria (British Columbia),2
Perfect cities for introverts,Chennai,1
Perfect cities for introverts,Hanoi,1
Perfect cities for introverts,Bujumbura,1
Perfect cities for introverts,Colombo,1
Perfect cities for introverts,Maputo,1
Perfect cities for introverts,Istanbul,1
Perfect cities for introverts,Kinshasa,0
Perfect cities for introverts,San Diego,1
Perfect cities for introverts,Cali,0
Perfect cities for introverts,Jaipur,1
Perfect cities for introverts,Florianopolis,1
Perfect cities for introverts,Jinan,1
Perfect cities for introverts,Luxor,0
Perfect cities for introverts,Surabaya,1
Perfect cities for introverts,Bremen,1
Perfect cities for introverts,Batumi,1
Perfect cities for introverts,Sanya,0
Perfect cities for introverts,Boise,2
Perfect cities for introverts,Khabarovsk,1
Perfect cities for introverts,Verona,1
Perfect cities for introverts,Brasilia,1
Perfect cities for introverts,Palermo,1
Perfect cities for introverts,Riga,1
Perfect cities for introverts,Managua,1
Perfect cities for introverts,Champaign-Urbana,2
Perfect cities for introverts,Turin,2
Perfect cities for introverts,Fukuoka,1
Perfect cities for introverts,Natal,1
Perfect cities for introverts,Karlsruhe,1
Perfect cities for introverts,Palma de Mallorca,1
Perfect cities for introverts,Dallas,1
Perfect cities for introverts,Debrecen,1
Perfect cities for introverts,Kaohsiung,1
Perfect cities for introverts,Cleveland,1
Perfect cities for introverts,Glasgow,1
Perfect cities for introverts,Savannah,1
Perfect cities for introverts,Jodhpur,1
Perfect cities for introverts,Antananarivo,1
Perfect cities for introverts,Kauai,2
Perfect cities for introverts,Busan,1
Perfect cities for introverts,Quere虂taro,1
Perfect cities for introverts,Rotorua,1
Perfect cities for introverts,Arequipa,1
Perfect cities for introverts,Leh,2
Perfect cities for introverts,Kerikeri,1
Perfect cities for introverts,Oklahoma City,1
Perfect cities for introverts,Moscow,1
Perfect cities for introverts,Burlington (Vermont),2
Perfect cities for introverts,Kigali,1
Perfect cities for introverts,Kabul,0
Perfect cities for introverts,Guatemala City,1
Perfect cities for introverts,Recife,1
Perfect cities for introverts,Brownsville (Texas),1
Perfect cities for introverts,Saint Martin,0
Perfect cities for introverts,Las Vegas,0
Perfect cities for introverts,Fuzhou,2
Perfect cities for introverts,Pretoria,1
Perfect cities for introverts,Kelowna,1
Perfect cities for introverts,Kingston (Ontario),1
Perfect cities for introverts,Allentown,1
Perfect cities for introverts,Malta,1
Perfect cities for introverts,Zadar,2
Perfect cities for introverts,Dalian,1
Perfect cities for introverts,Nashville,1
Perfect cities for introverts,Morelia,2
Perfect cities for introverts,Udaipur,2
Perfect cities for introverts,Porto Alegre,1
Perfect cities for introverts,Memphis,0
Perfect cities for introverts,Santorini,1
Perfect cities for introverts,Mu虉nster,1
Perfect cities for introverts,Port Elizabeth,1
Perfect cities for introverts,Lexington (Kentucky),1
Perfect cities for introverts,Hurghada,0
Perfect cities for introverts,Lima,1
Perfect cities for introverts,Amritsar,1
Perfect cities for introverts,Jeju City,2
Perfect cities for introverts,Arusha,1
Perfect cities for introverts,Tulsa,1
Perfect cities for introverts,Harrisburg,1
Perfect cities for introverts,Westchester County,1
Perfect cities for introverts,Zhengzhou,1
Perfect cities for introverts,Trabzon,1
Perfect cities for introverts,Halifax,1
Perfect cities for introverts,Okayama,1
Perfect cities for introverts,Jacksonville,1
Perfect cities for introverts,Varna,1
Perfect cities for introverts,Cork,1
Perfect cities for introverts,Ma虂laga,1
Perfect cities for introverts,Bod酶,1
Perfect cities for introverts,Yekaterinburg,1
Perfect cities for introverts,Khajuraho,1
Perfect cities for introverts,Sapporo,2
Perfect cities for introverts,Krabi Town,2
Perfect cities for introverts,Panama City,1
Perfect cities for introverts,Catania,1
Perfect cities for introverts,Shiraz,1
Perfect cities for introverts,Penticton,1
Perfect cities for introverts,Binghamton,1
Perfect cities for introverts,Timis苔oara,1
Perfect cities for introverts,Rochester (Minnesota),1
Perfect cities for introverts,Szczecin,1
Perfect cities for introverts,Curitiba,1
Perfect cities for introverts,Bari,1
Perfect cities for introverts,Anchorage,1
Perfect cities for introverts,Fort Lauderdale,1
Perfect cities for introverts,Houston,1
Perfect cities for introverts,Bordeaux,1
Perfect cities for introverts,San Luis Potosi,1
Perfect cities for introverts,Nantucket,2
Perfect cities for introverts,Bilbao,1
Perfect cities for introverts,Bodrum,1
Perfect cities for introverts,Baku,1
Perfect cities for introverts,Niamey,0
Perfect cities for introverts,Muscat,1
Perfect cities for introverts,Chandigarh,2
Perfect cities for introverts,Hilo,2
Perfect cities for introverts,Katowice,1
Perfect cities for introverts,Antalya,1
Perfect cities for introverts,Aruba,1
Perfect cities for introverts,Albany (New York),1
Perfect cities for introverts,San Jose (California),1
Perfect cities for introverts,Kobe,1
Perfect cities for introverts,Maldives,2
Perfect cities for introverts,Tampa,1
Perfect cities for introverts,Guangzhou,1
Perfect cities for introverts,Newark (New Jersey),1
Perfect cities for introverts,Praia,1
Perfect cities for introverts,Ufa,1
Perfect cities for introverts,Dhaka,0
Perfect cities for introverts,Barranquilla,0
Perfect cities for introverts,Wenzhou,1
Perfect cities for introverts,Dakar,0
Perfect cities for introverts,Brazzaville,0
Perfect cities for introverts,Newcastle upon Tyne,1
Perfect cities for introverts,Ouagadougou,0
Perfect cities for introverts,Macau,1
Perfect cities for introverts,Wilmington (North Carolina),1
Perfect cities for introverts,Lilongwe,1
Perfect cities for introverts,Bhopal,1
Perfect cities for introverts,Des Moines,1
Perfect cities for introverts,Madurai,1
Perfect cities for introverts,Vadodara,1
Perfect cities for introverts,Weihai,1
Perfect cities for introverts,Kuwait City,1
Perfect cities for introverts,Qingdao,1
Perfect cities for introverts,Cotonou,0
Perfect cities for introverts,Funchal,1
Perfect cities for introverts,Sioux Falls,1
Perfect cities for introverts,Lugano,1
Perfect cities for introverts,Abuja,0
Perfect cities for introverts,Urumqi,0
Perfect cities for introverts,Cozumel,1
Perfect cities for introverts,Nagoya,1
Perfect cities for introverts,Aberdeen,1
Perfect cities for introverts,Vito虂ria,1
Perfect cities for introverts,Klagenfurt,1
Perfect cities for introverts,Asmara,1
